codice_ipa,comune,cod_comune,provincia,cod_provincia,regione,cod_regione,importo_finanziamento,avviso,data_invio_candidatura,data_finanziamento,codice_cup,numero_finestra_temporale,numero_di_protocollo,stato_candidatura,misura,tipologia_ente
ipasv_mo,Modena,036023,MO,036,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-19T12:53:08.000+0000,2022-12-12,J91E22000070005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
csmab_ro,Adria,029001,RO,029,Veneto,05,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T09:55:57.000+0000,2022-12-12,E61F22002020006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odfpa_08,Agrigento,084001,AG,084,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-19T14:33:50.000+0000,2022-12-12,D41F22002420006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpicilps,Siena,052032,SI,052,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-20T08:51:55.000+0000,2022-12-12,C61E22000140005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odip_075,Lecce,075035,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-19T19:57:31.000+0000,2022-12-12,B81F22002350006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odd_030,Udine,030129,UD,030,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-20T10:41:10.000+0000,2022-12-12,D21E21000090005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oappcre,Reggio nell'Emilia,035033,RE,035,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-20T08:42:21.000+0000,2022-12-12,G81E22000090005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odappcp,Piacenza,033032,PC,033,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-20T09:14:50.000+0000,2022-12-12,B31F22002520006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
un_salen,Lecce,075035,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T17:49:44.000+0000,2022-12-12,F81F22002760006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpglge,Genova,010025,GE,010,Liguria,07,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-20T09:06:50.000+0000,2022-12-12,I31E22000050005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oappcm,Macerata,043023,MC,043,Marche,11,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-19T16:05:03.000+0000,2022-12-12,I81E22000130005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cggl_pn,Pordenone,093033,PN,093,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T10:04:23.000+0000,2022-12-12,I51E22000050005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcec_ao,Aosta,007003,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T09:50:27.000+0000,2022-12-12,H61F22002250006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
esuv,Verona,023091,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T11:54:21.000+0000,2022-12-12,D31F22002400006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odipm,Messina,083048,ME,083,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T07:16:35.000+0000,2022-12-12,C41F22002490006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
ciavp,Perugia,054039,PG,054,Umbria,10,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T06:42:10.000+0000,2022-12-12,C91E22000150005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oat_001,Torino,001272,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T08:19:09.000+0000,2022-12-12,F11F22001980006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
omco_ps,Pesaro,041044,PU,041,Marche,11,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T10:03:10.000+0000,2022-12-12,I71F22002140006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cm_avalt,Bormio,014009,SO,014,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T06:34:36.000+0000,2022-12-12,D91F22002130006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oring_so,Sondrio,014061,SO,014,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T10:25:57.000+0000,2022-12-12,I71E22000050005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
atict,Tremestieri Etneo,087051,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T12:00:18.000+0000,2022-12-12,H61F22002260006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cglbi,Biella,096004,BI,096,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T09:35:20.000+0000,2022-12-12,E41E22000160005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcecda,Agrigento,084001,AG,084,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T17:20:00.000+0000,2022-12-12,G41F22002310006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oappc_ms,Carrara,045003,MS,045,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T15:38:50.000+0000,2022-12-12,C81E22000130005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpipr_ca,Cagliari,092009,CA,092,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T09:24:53.000+0000,2022-12-12,D21E22000420005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oring_ts,Trieste,032006,TS,032,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-29T21:55:22.000+0000,2022-11-11,H91F22002260002,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cndda,Roma,058091,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T13:12:17.000+0000,2022-12-12,E81F22002490006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cglpa,Palermo,082053,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-10T10:28:49.000+0000,2022-11-11,D71F22002240006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oappc_im,Imperia,008031,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-01T09:10:56.000+0000,2022-11-11,B51F22002320006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcecpa,Palermo,082053,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-06T16:41:34.000+0000,2022-11-11,G71F22002480006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
coacl,Caltanissetta,085004,CL,085,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T09:01:52.000+0000,2022-12-12,H91E22000170005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
coda_079,Catanzaro,079023,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-08T09:58:53.000+0000,2022-11-11,B61F22003010006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cggl_076,Potenza,076063,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-22T16:28:31.000+0000,2022-12-12,D31F22002380006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
orchp_mi,Milano,015146,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T10:47:17.000+0000,2022-12-12,J41F22002460006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odipav,Avellino,064008,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T09:31:31.000+0000,2022-12-12,B31F22002530006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cdgglcs,Cosenza,078045,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-25T08:18:03.000+0000,2022-12-12,F81E22000250005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cidparp,Reggio nell'Emilia,035033,RE,035,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-08T09:46:00.000+0000,2022-11-11,G81F22002730006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
USSan,Benevento,062008,BN,062,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T13:08:56.000+0000,2022-12-12,F81F22002730006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
uclccp,Paspardo,017135,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-17T09:53:27.000+0000,2022-11-11,J61F22002820006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oappc_vi,Vicenza,024116,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-21T09:43:30.000+0000,2022-12-12,J31E22000110005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odalt,Lamezia Terme,079160,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-21T09:47:13.000+0000,2022-12-12,E81E22000100005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
p_lt,Latina,059011,LT,059,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-08T11:34:06.000+0000,2022-11-11,J21F22003010006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odappa,Avellino,064008,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T16:03:59.000+0000,2022-12-12,C31F22001890007,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcec_cl,Caltanissetta,085004,CL,085,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T10:33:31.000+0000,2022-12-12,I91E22000060005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cip_a,Gorizia,031007,GO,031,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T14:53:14.000+0000,2022-12-12,B81F22002360006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcecn,Nuoro,091051,NU,091,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T13:18:42.000+0000,2022-12-12,B61E22000050005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
orfap_vc,Vercelli,002158,VC,002,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T08:16:06.000+0000,2022-12-12,D61F22002470002,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odmp_082,Palermo,082053,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T11:11:35.000+0000,2022-12-12,F71F22002370006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpin,Napoli,063049,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T11:20:39.000+0000,2022-12-12,D61F22002460006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
ipasv_tp,Erice,081008,TP,081,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-02T15:57:56.000+0000,2022-11-11,F51F22002690006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odag,Gela,085007,CL,085,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T15:33:11.000+0000,2022-12-12,D31F22002370006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odapc1,Caserta,061022,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T08:56:59.000+0000,2022-12-12,G21F22002020006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
aba_80,Reggio di Calabria,080063,RC,080,Calabria,18,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T11:38:33.000+0000,2022-12-12,E37H22002580001,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odasvo,Aosta,007003,AO,007,Valle d'Aosta/Vallée d'Aoste,02,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T13:35:35.000+0000,2022-12-12,C61F22002170006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cbetv,Milano,015146,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-28T07:33:32.000+0000,2022-12-12,C41J22000190006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
omv_rg,Ragusa,088009,RG,088,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T10:00:32.000+0000,2022-12-12,B21H22000050005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oclcp,Firenze,048017,FI,048,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-27T14:59:53.000+0000,2022-12-12,F11E22000230005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odmco_ce,Caserta,061022,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-02T07:16:48.000+0000,2022-11-11,D51F22003230006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oring_at,Asti,005005,AT,005,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-01T09:20:38.000+0000,2022-11-11,J31F22002350006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcdep,Patti,083066,ME,083,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-01T08:52:02.000+0000,2022-11-11,C41F22002500006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odaf_060,Frosinone,060038,FR,060,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-01T14:00:27.000+0000,2022-11-11,H41E22000080005,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
ipasv_lt,Latina,059011,LT,059,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-01T14:13:55.000+0000,2022-11-11,C21F22002390006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oclm,Milano,015146,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-03T07:54:32.000+0000,2022-11-11,I41F22001880006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cnpi,Roma,058091,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-03T08:47:11.000+0000,2022-11-11,B81F22002370006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcec_ge,Genova,010025,GE,010,Liguria,07,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-18T10:24:53.000+0000,2022-12-12,D31F22002340006,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odap_012,Varese,012133,VA,012,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-07-21T10:05:05.000+0000,2022-12-12,B31E22000170005,2.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpgglm,Imperia,008031,IM,008,Liguria,07,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T09:36:12.000+0000,2022-11-11,D51F22002620006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
p_li,Livorno,049009,LI,049,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T10:13:00.000+0000,2022-11-11,J41F22003050006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oring_rm,Roma,058091,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-03T08:04:18.000+0000,2022-11-11,B31F22003040002,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odipm1,Carrara,045003,MS,045,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-01T09:10:43.000+0000,2022-11-11,C81F22002210006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cbr_040,Cesena,040007,FC,040,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T11:31:55.000+0000,2022-11-11,I71F22002130006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
UNSTU_MC,Macerata,043023,MC,043,Marche,11,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-09T14:05:57.000+0000,2022-11-11,D81F22003040006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcec_po,Prato,100005,PO,100,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T13:33:50.000+0000,2022-11-11,H31F22002160006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cggl_co,Como,013075,CO,013,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T09:19:36.000+0000,2022-11-11,G11E22000170005,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oring_go,Gorizia,031007,GO,031,Friuli-Venezia Giulia,06,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T10:28:15.000+0000,2022-11-11,G81F22002400006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
opclv,Verona,023091,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T14:32:41.000+0000,2022-11-11,D31F22002680006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oring_bt,Trani,110009,BT,110,Puglia,16,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T13:39:24.000+0000,2022-11-11,I71F22002920006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpir,Rieti,057059,RI,057,Lazio,12,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T15:12:49.000+0000,2022-11-11,E11F22002960006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oddadnu,Nuoro,091051,NU,091,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-02T14:33:30.000+0000,2022-11-11,F61F22002100006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cdggltr,Trapani,081021,TP,081,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-05T09:37:42.000+0000,2022-11-11,J91F22001770006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
oack,Crotone,101010,KR,101,Calabria,18,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-03T10:45:00.000+0000,2022-11-11,C11F22003090006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
apmap,Macerata,043023,MC,043,Marche,11,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-02T09:52:56.000+0000,2022-11-11,G87H22002530004,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
abaf_048,Firenze,048017,FI,048,Toscana,09,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-09-06T08:14:24.000+0000,2022-11-11,J11F22002650006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
otaer_er,Bologna,037006,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-03T08:53:49.000+0000,2022-11-11,B31F22002550006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpip_109,Fermo,109006,FM,109,Marche,11,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-04T13:42:53.000+0000,2022-11-11,C61F22002180006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
umavm,Urbania,041066,PU,041,Marche,11,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-04T10:41:27.000+0000,2022-11-11,I21F22002800006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cpit,Silea,026081,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-04T15:29:20.000+0000,2022-11-11,H81F22002810006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odc_0,Caltagirone,087011,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-04T15:47:47.000+0000,2022-11-11,B21F22002660006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
cipas_bo,Bologna,037006,BO,037,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-04T08:28:10.000+0000,2022-11-11,H31F22002540006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
odcee_na,Torre Annunziata,063083,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-04T16:05:48.000+0000,2022-11-11,D41F22002430006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
csm_068,Pescara,068028,PE,068,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE-Amministrazioni diverse da Comuni e Scuole - Maggio 2022,2022-08-08T08:42:53.000+0000,2022-11-11,B21F22002680006,3.0,49.0,A,1.4.4 Adozione identità digitale,Comune
